Видеокарта PCI-E 512Mb GeForce Fx9500Gt Palit;1540;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_palit_1801291384
Видеокарта PCI-E 512Mb GeForce Fx9500Gt Palit;1530;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_palit_1801613677
Видеокарта PCI-E 512Mb GeForce Fx9500Gt GigaByte;1560;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_gigabyte_1801119232
Видеокарта PCI-E 2Gb GeForce Gtx760 Gigabyte;1430;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_2gb_geforce_gtx760_gigabyte_1801369716
Видеокарта PCI-E 512Mb GeForce Fx9500Gt MSI;1550;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_msi_1801679243
Видеокарта PCI-E 512Mb GeForce Fx9500Gt Chaintech;1560;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_chaintech_1801337043
Видеокарта PCI-E 512Mb GeForce Fx9500Gt evga;1540;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_evga_1801901724
Видеокарта PCI-E 512Mb GeForce Fx9500Gt MSI;1560;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_msi_1801433599
Видеокарта PCI-E 1Gb ATI Radeon HD7770 Asus;4650;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd7770_asus_1622725527
Видеокарта PCI-E 512Mb GeForce Fx9400Gt evga;1460;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9400gt_evga_1801405766
Видеокарта PCI-E 512Mb GeForce Fx9500Gt MSI;1570;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_msi_1800996312
Видеокарта GTX780 Ti нерабочая;2300;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_gtx780_ti_nerabochaya_1822794710
Asus Radeon R9 270X 2Gb;3500;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/asus_radeon_r9_270x_2gb_1828073372
Видеокарта PCI-E 256Mb GeForce Fx7900Gs Leadtek;1420;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_256mb_geforce_fx7900gs_leadtek_1429786753
Видеокарта PCI-E 1Gb ATI Radeon HD6870 Sapphire;5960;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd6870_sapphire_1520322353
Видеокарта PCI-E 1Gb GeForce Gt210 GigaByte;2010;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_geforce_gt210_gigabyte_1801758072
Видеокарта AGP 1Gb ATI Radeon HD4650 Sapphire;3190;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_agp_1gb_ati_radeon_hd4650_sapphire_1833847786
Видеокарта PCI-E 256Mb GeForce Fx9500Gt Sparkle;1420;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_256mb_geforce_fx9500gt_sparkle_1801630144
Видеокарта PCI-E 1Gb ATI Radeon HD5770 Sapphire;3460;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd5770_sapphire_1801656487
Видеокарта AGP 1Gb ATI Radeon HD4650 GigaByte;3330;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_agp_1gb_ati_radeon_hd4650_gigabyte_1832982816
Palit GeForce GTX 650;2000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/palit_geforce_gtx_650_1878828760
Видеокарта PCI-E 1,53Gb GeForce Fx9600Gso evga;1890;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_153gb_geforce_fx9600gso_evga_1801194857
Видеокарта sapphire nitro rx 480 4gb;5500;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_sapphire_nitro_rx_480_4gb_1846219223
Видеокарта PCI-E 256Mb GeForce 7300Gs Asus;1160;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_256mb_geforce_7300gs_asus_1769524570
MSI Radeon 280x Gaming 3G;3000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/msi_radeon_280x_gaming_3g_1857295308
Видеокарта PCI-E 1Gb ATI Radeon HD6390 PowerColor;1810;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd6390_powercolor_1645159739
Видеокарта PCI-E 1,28Gb GeForce Gtx570 GigaByte;1230;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_128gb_geforce_gtx570_gigabyte_1801115979
Asus GeForce GTX 560 Ti;1000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/asus_geforce_gtx_560_ti_1504842506
Видеокарта PCI-E 128Mb ATI Radeon x700 Palit;1020;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_128mb_ati_radeon_x700_palit_1066788517
GTX 650;3000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/gtx_650_1845896022
Sapphire Radeon R9 280;4000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/sapphire_radeon_r9_280_1788886865
Видеокарта;2000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_1836127845
Видеокарта Asus Radeon RX570 4gb;5500;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_asus_radeon_rx570_4gb_1554785009
MSI Radeon RX 470 Armor 4GB;6000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/msi_radeon_rx_470_armor_4gb_1827060767
Видеокарта PCI-E 2Gb ATI Radeon R7 360 MSI;4120;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_2gb_ati_radeon_r7_360_msi_1801745631
Видеокарта PCI-E 1Gb ATI Radeon HD6790 HIS;3760;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd6790_his_1801658199
Видеокарта PCI-E 256Mb GeForce Fx9500Gt Sparkle;1410;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_256mb_geforce_fx9500gt_sparkle_1800959782
Видеокарта PCI-E 1Gb ATI Radeon HD6770 MSI;3350;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd6770_msi_1801491416
Видеокарта PCI-E 512Mb GeForce Fx9500Gt Colorful;1510;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_geforce_fx9500gt_colorful_1801656015
Видеокарта PCI-E 256Mb GeForce Fx9500Gt Palit;1430;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_256mb_geforce_fx9500gt_palit_1801322718
Видеокарта Palit GeForce GTX 560 810Mhz 2048Mb;3000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_palit_geforce_gtx_560_810mhz_2048mb_1380555187
Видеокарта PCI-E 1Gb ATI Radeon HD5830 PowerColor;2610;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_hd5830_powercolor_1801170977
Видеокарта PCI-E 1Gb ATI Radeon R5 230 Sapphire;1960;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_1gb_ati_radeon_r5_230_sapphire_1801007492
Видеокарта PCI-E 512Mb ATI Radeon HD4850 Sapphire;1840;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_ati_radeon_hd4850_sapphire_1800963252
Видеокарта PCI-E 512Mb ATI Radeon HD4670 Sapphire;1840;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_512mb_ati_radeon_hd4670_sapphire_1801144839
Rx 470;4500;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/rx_470_1875597277
Видеокарта PCI-E 256Mb ATI Radeon HD2400Pro Sapphi;1230;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_pci-e_256mb_ati_radeon_hd2400pro_sapphi_1801115751
Топовая видеокарта ранних поколений Gtx 570 Asus;2800;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/topovaya_videokarta_rannih_pokoleniy_gtx_570_asus_1834222375
GTX 570 Asus Direct CU II;2000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/gtx_570_asus_direct_cu_ii_1811887521
Видеокарта gtx 570;2200;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_gtx_570_1865046770
Видеокарта 4GB;5000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_4gb_1772726710
Gigabyte Geforce GTX 670 2 Gb;3000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/gigabyte_geforce_gtx_670_2_gb_1874313536
Видеокарта HIS Radeon R7 250 950Mhz DDR5 1048Mb;1900;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_his_radeon_r7_250_950mhz_ddr5_1048mb_1848998868
GTX 1050 Palit StormX Видеокарта;5000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/gtx_1050_palit_stormx_videokarta_1822087891
Palit GeForce GTX 1050 Ti 4096Mb Dual OC;5000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/palit_geforce_gtx_1050_ti_4096mb_dual_oc_1852394373
Видеокарта Radeon Sapphire R9 290 TRI-X OC 4Gb;4600;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_radeon_sapphire_r9_290_tri-x_oc_4gb_1831139616
Видеокарта,GT palit 9600 512mb ddr3;1000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokartagt_palit_9600_512mb_ddr3_1828340971
Asus Radeon R9 290 4Gb 512bit;5500;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/asus_radeon_r9_290_4gb_512bit_1797971461
Palit GeForce GTX1050 stormx 2G;4500;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/palit_geforce_gtx1050_stormx_2g_1878434344
Видеочип новый 216-0809000;2800;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videochip_novyy_216-0809000_1829896117
Gtx 1050ti;5250;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/gtx_1050ti_1830661400
Видеокарта;3000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_1883888128
Материнка Видеокарта озу;2000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/materinka_videokarta_ozu_1857138284
Видеокарта MSI Geforce GTX 1050 2GB в идеале;5000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_msi_geforce_gtx_1050_2gb_v_ideale_1865530492
GTX 980 TI;5000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/gtx_980_ti_1827186181
Видеокарта Radeon RX 470 8Gb;6000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_radeon_rx_470_8gb_1855376308
Palit Nvidia GTS450 1gb, 128bit;2000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/palit_nvidia_gts450_1gb_128bit_1839907366
GTX 1050 GeForce;4000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/gtx_1050_geforce_1874769020
Видеокарта;5000;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_1873117342
Видеокарта Palit GT610;1099;https://www.avito.ru/krasnodar/tovary_dlya_kompyutera/videokarta_palit_gt610_1853916793
